# Region type : patch farfield
# Faces         : 1280
# Area          : 4.29356266e-01
# Scale factor  : 1.00000000e+00
# Time          	areaAverage(p)	areaAverage(T)	areaAverage(U)
858             	3.85074537e+04	2.88169720e+02	(2.49263722e+02 -7.53892873e-16 1.16225171e+01)
859             	3.85069609e+04	2.88171090e+02	(2.49260839e+02 -7.53906955e-16 1.16232644e+01)
860             	3.85065337e+04	2.88172431e+02	(2.49258386e+02 -7.53919591e-16 1.16240537e+01)
861             	3.85061708e+04	2.88173742e+02	(2.49256364e+02 -7.53932683e-16 1.16248823e+01)
862             	3.85058718e+04	2.88175020e+02	(2.49254775e+02 -7.53944761e-16 1.16257487e+01)
863             	3.85056344e+04	2.88176269e+02	(2.49253616e+02 -7.53956649e-16 1.16266375e+01)
864             	3.85054637e+04	2.88177539e+02	(2.49252911e+02 -7.53968011e-16 1.16275854e+01)
865             	3.85053564e+04	2.88178759e+02	(2.49252605e+02 -7.53977767e-16 1.16285531e+01)
866             	3.85053063e+04	2.88179935e+02	(2.49252742e+02 -7.53989920e-16 1.16295269e+01)
867             	3.85053250e+04	2.88181108e+02	(2.49253345e+02 -7.54001758e-16 1.16305407e+01)
868             	3.85054077e+04	2.88182274e+02	(2.49254334e+02 -7.54011532e-16 1.16315518e+01)
869             	3.85055537e+04	2.88183462e+02	(2.49255786e+02 -7.54022713e-16 1.16325905e+01)
870             	3.85057628e+04	2.88184543e+02	(2.49257636e+02 -7.54033233e-16 1.16336327e+01)
871             	3.85060308e+04	2.88185581e+02	(2.49259902e+02 -7.54043294e-16 1.16346696e+01)
872             	3.85063624e+04	2.88186641e+02	(2.49262602e+02 -7.54054164e-16 1.16357313e+01)
873             	3.85067540e+04	2.88187604e+02	(2.49265664e+02 -7.54063779e-16 1.16367997e+01)
874             	3.85071991e+04	2.88188499e+02	(2.49269139e+02 -7.54072999e-16 1.16378657e+01)
875             	3.85077065e+04	2.88189395e+02	(2.49273031e+02 -7.54083333e-16 1.16389534e+01)
876             	3.85082732e+04	2.88190226e+02	(2.49277248e+02 -7.54090737e-16 1.16400394e+01)
877             	3.85088957e+04	2.88191055e+02	(2.49281887e+02 -7.54099826e-16 1.16411448e+01)
878             	3.85095743e+04	2.88191764e+02	(2.49286884e+02 -7.54106980e-16 1.16422500e+01)
879             	3.85103071e+04	2.88192504e+02	(2.49292270e+02 -7.54115460e-16 1.16433682e+01)
880             	3.85110916e+04	2.88193128e+02	(2.49297978e+02 -7.54123356e-16 1.16444852e+01)
881             	3.85119264e+04	2.88193767e+02	(2.49304071e+02 -7.54132616e-16 1.16456154e+01)
882             	3.85128091e+04	2.88194304e+02	(2.49310449e+02 -7.54140376e-16 1.16467531e+01)
883             	3.85137344e+04	2.88194786e+02	(2.49317157e+02 -7.54147710e-16 1.16478906e+01)
884             	3.85147083e+04	2.88195287e+02	(2.49324192e+02 -7.54156730e-16 1.16490287e+01)
885             	3.85157281e+04	2.88195707e+02	(2.49331445e+02 -7.54163876e-16 1.16501650e+01)
886             	3.85167873e+04	2.88196144e+02	(2.49339008e+02 -7.54172318e-16 1.16513030e+01)
887             	3.85178875e+04	2.88196460e+02	(2.49346806e+02 -7.54179542e-16 1.16524416e+01)
888             	3.85190244e+04	2.88196790e+02	(2.49354867e+02 -7.54187610e-16 1.16535785e+01)
889             	3.85201964e+04	2.88196992e+02	(2.49363135e+02 -7.54193826e-16 1.16547183e+01)
890             	3.85214000e+04	2.88197206e+02	(2.49371660e+02 -7.54200675e-16 1.16558541e+01)
891             	3.85226318e+04	2.88197302e+02	(2.49380343e+02 -7.54207116e-16 1.16569969e+01)
892             	3.85238876e+04	2.88197330e+02	(2.49389244e+02 -7.54213006e-16 1.16581410e+01)
893             	3.85251706e+04	2.88197386e+02	(2.49398341e+02 -7.54222349e-16 1.16592631e+01)
894             	3.85264799e+04	2.88197341e+02	(2.49407531e+02 -7.54228485e-16 1.16603816e+01)
895             	3.85278071e+04	2.88197289e+02	(2.49416882e+02 -7.54235473e-16 1.16614791e+01)
896             	3.85291541e+04	2.88197132e+02	(2.49426340e+02 -7.54238968e-16 1.16625683e+01)
897             	3.85305158e+04	2.88197000e+02	(2.49435893e+02 -7.54243968e-16 1.16636258e+01)
898             	3.85318926e+04	2.88196762e+02	(2.49445506e+02 -7.54243654e-16 1.16646719e+01)
899             	3.85332785e+04	2.88196539e+02	(2.49455177e+02 -7.54245239e-16 1.16656767e+01)
900             	3.85346763e+04	2.88196227e+02	(2.49464867e+02 -7.54239176e-16 1.16666628e+01)
901             	3.85360791e+04	2.88195939e+02	(2.49474564e+02 -7.54235247e-16 1.16675999e+01)
902             	3.85374894e+04	2.88195559e+02	(2.49484255e+02 -7.54226462e-16 1.16685159e+01)
903             	3.85389011e+04	2.88195202e+02	(2.49493913e+02 -7.54222124e-16 1.16693738e+01)
904             	3.85403154e+04	2.88194751e+02	(2.49503523e+02 -7.54215179e-16 1.16702088e+01)
905             	3.85417256e+04	2.88194305e+02	(2.49513062e+02 -7.54211639e-16 1.16709799e+01)
906             	3.85431326e+04	2.88193763e+02	(2.49522514e+02 -7.54207473e-16 1.16717266e+01)
907             	3.85445307e+04	2.88193219e+02	(2.49531842e+02 -7.54209699e-16 1.16724066e+01)
908             	3.85459212e+04	2.88192572e+02	(2.49541044e+02 -7.54211420e-16 1.16730591e+01)
909             	3.85472984e+04	2.88191918e+02	(2.49550088e+02 -7.54211969e-16 1.16736451e+01)
910             	3.85486626e+04	2.88191179e+02	(2.49558974e+02 -7.54210403e-16 1.16742093e+01)
911             	3.85500064e+04	2.88190433e+02	(2.49567657e+02 -7.54219675e-16 1.16747051e+01)
912             	3.85513330e+04	2.88189603e+02	(2.49576164e+02 -7.54225301e-16 1.16751769e+01)
913             	3.85526372e+04	2.88188753e+02	(2.49584447e+02 -7.54236235e-16 1.16755765e+01)
914             	3.85539175e+04	2.88187826e+02	(2.49592529e+02 -7.54235914e-16 1.16759454e+01)
915             	3.85551722e+04	2.88186853e+02	(2.49600391e+02 -7.54237932e-16 1.16762843e+01)
916             	3.85563990e+04	2.88185896e+02	(2.49608042e+02 -7.54243523e-16 1.16765346e+01)
917             	3.85575983e+04	2.88184854e+02	(2.49615465e+02 -7.54251536e-16 1.16767564e+01)
918             	3.85587619e+04	2.88183787e+02	(2.49622626e+02 -7.54254583e-16 1.16769036e+01)
919             	3.85598876e+04	2.88182674e+02	(2.49629542e+02 -7.54259287e-16 1.16770181e+01)
920             	3.85609770e+04	2.88181528e+02	(2.49636195e+02 -7.54261860e-16 1.16771038e+01)
921             	3.85620230e+04	2.88180375e+02	(2.49642550e+02 -7.54267341e-16 1.16771046e+01)
922             	3.85630250e+04	2.88179171e+02	(2.49648623e+02 -7.54270840e-16 1.16770731e+01)
923             	3.85639856e+04	2.88177951e+02	(2.49654408e+02 -7.54268019e-16 1.16770197e+01)
924             	3.85648996e+04	2.88176758e+02	(2.49659876e+02 -7.54261907e-16 1.16768858e+01)
925             	3.85657698e+04	2.88175514e+02	(2.49665050e+02 -7.54255565e-16 1.16767288e+01)
926             	3.85665926e+04	2.88174241e+02	(2.49669883e+02 -7.54250722e-16 1.16765012e+01)
927             	3.85673677e+04	2.88172968e+02	(2.49674403e+02 -7.54251252e-16 1.16762471e+01)
928             	3.85680972e+04	2.88171701e+02	(2.49678612e+02 -7.54250570e-16 1.16759751e+01)
929             	3.85687750e+04	2.88170436e+02	(2.49682489e+02 -7.54249667e-16 1.16756362e+01)
930             	3.85694014e+04	2.88169186e+02	(2.49686057e+02 -7.54249377e-16 1.16752761e+01)
931             	3.85699793e+04	2.88167968e+02	(2.49689304e+02 -7.54247434e-16 1.16749056e+01)
932             	3.85705023e+04	2.88166783e+02	(2.49692200e+02 -7.54244499e-16 1.16744764e+01)
933             	3.85709730e+04	2.88165585e+02	(2.49694776e+02 -7.54235714e-16 1.16740365e+01)
934             	3.85713891e+04	2.88164377e+02	(2.49696998e+02 -7.54221495e-16 1.16735422e+01)
935             	3.85717510e+04	2.88163224e+02	(2.49698896e+02 -7.54207027e-16 1.16730310e+01)
936             	3.85720611e+04	2.88162094e+02	(2.49700443e+02 -7.54192482e-16 1.16725144e+01)
937             	3.85723141e+04	2.88160957e+02	(2.49701619e+02 -7.54177111e-16 1.16719501e+01)
938             	3.85725118e+04	2.88159848e+02	(2.49702462e+02 -7.54160257e-16 1.16713792e+01)
939             	3.85726529e+04	2.88158727e+02	(2.49702910e+02 -7.54142481e-16 1.16707639e+01)
940             	3.85727388e+04	2.88157674e+02	(2.49703006e+02 -7.54127495e-16 1.16701419e+01)
941             	3.85727674e+04	2.88156609e+02	(2.49702713e+02 -7.54114513e-16 1.16694802e+01)
942             	3.85727413e+04	2.88155605e+02	(2.49702063e+02 -7.54103092e-16 1.16688119e+01)
943             	3.85726587e+04	2.88154578e+02	(2.49701007e+02 -7.54090264e-16 1.16681079e+01)
944             	3.85725207e+04	2.88153617e+02	(2.49699597e+02 -7.54079802e-16 1.16674015e+01)
945             	3.85723271e+04	2.88152618e+02	(2.49697793e+02 -7.54067952e-16 1.16666656e+01)
946             	3.85720803e+04	2.88151686e+02	(2.49695654e+02 -7.54055875e-16 1.16659334e+01)
947             	3.85717789e+04	2.88150720e+02	(2.49693137e+02 -7.54040587e-16 1.16651813e+01)
948             	3.85714246e+04	2.88149837e+02	(2.49690311e+02 -7.54026319e-16 1.16644305e+01)
949             	3.85710178e+04	2.88148933e+02	(2.49687128e+02 -7.54011271e-16 1.16636593e+01)
950             	3.85705599e+04	2.88148128e+02	(2.49683650e+02 -7.53997261e-16 1.16628909e+01)
951             	3.85700523e+04	2.88147313e+02	(2.49679825e+02 -7.53982178e-16 1.16621072e+01)
952             	3.85694964e+04	2.88146598e+02	(2.49675726e+02 -7.53969809e-16 1.16613260e+01)
953             	3.85688937e+04	2.88145872e+02	(2.49671308e+02 -7.53957994e-16 1.16605397e+01)
954             	3.85682433e+04	2.88145259e+02	(2.49666643e+02 -7.53949849e-16 1.16597666e+01)
955             	3.85675481e+04	2.88144649e+02	(2.49661677e+02 -7.53941552e-16 1.16589912e+01)
956             	3.85668093e+04	2.88144150e+02	(2.49656487e+02 -7.53936315e-16 1.16582215e+01)
957             	3.85660298e+04	2.88143651e+02	(2.49651023e+02 -7.53929801e-16 1.16574513e+01)
958             	3.85652106e+04	2.88143260e+02	(2.49645350e+02 -7.53926137e-16 1.16566863e+01)
959             	3.85643538e+04	2.88142850e+02	(2.49639423e+02 -7.53921004e-16 1.16559219e+01)
960             	3.85634607e+04	2.88142530e+02	(2.49633299e+02 -7.53918888e-16 1.16551588e+01)
961             	3.85625355e+04	2.88142214e+02	(2.49626928e+02 -7.53915157e-16 1.16543972e+01)
962             	3.85615794e+04	2.88142022e+02	(2.49620373e+02 -7.53914573e-16 1.16536363e+01)
963             	3.85605957e+04	2.88141832e+02	(2.49613597e+02 -7.53912118e-16 1.16528831e+01)
964             	3.85595838e+04	2.88141742e+02	(2.49606664e+02 -7.53912665e-16 1.16521370e+01)
965             	3.85585476e+04	2.88141642e+02	(2.49599537e+02 -7.53911293e-16 1.16514114e+01)
966             	3.85574867e+04	2.88141631e+02	(2.49592270e+02 -7.53911004e-16 1.16506981e+01)
967             	3.85564048e+04	2.88141603e+02	(2.49584823e+02 -7.53908564e-16 1.16500100e+01)
968             	3.85553008e+04	2.88141665e+02	(2.49577263e+02 -7.53906452e-16 1.16493351e+01)
969             	3.85541792e+04	2.88141721e+02	(2.49569561e+02 -7.53899380e-16 1.16486909e+01)
970             	3.85530422e+04	2.88141879e+02	(2.49561776e+02 -7.53895431e-16 1.16480584e+01)
971             	3.85518924e+04	2.88142101e+02	(2.49553863e+02 -7.53893379e-16 1.16474390e+01)
972             	3.85507282e+04	2.88142301e+02	(2.49545851e+02 -7.53890847e-16 1.16468562e+01)
973             	3.85495504e+04	2.88142590e+02	(2.49537820e+02 -7.53889018e-16 1.16462872e+01)
974             	3.85483651e+04	2.88142903e+02	(2.49529751e+02 -7.53886751e-16 1.16457603e+01)
975             	3.85471741e+04	2.88143288e+02	(2.49521696e+02 -7.53885393e-16 1.16452502e+01)
976             	3.85459781e+04	2.88143704e+02	(2.49513618e+02 -7.53885737e-16 1.16447652e+01)
977             	3.85447804e+04	2.88144086e+02	(2.49505531e+02 -7.53883666e-16 1.16443383e+01)
978             	3.85435844e+04	2.88144546e+02	(2.49497487e+02 -7.53881851e-16 1.16439371e+01)
979             	3.85423927e+04	2.88145062e+02	(2.49489457e+02 -7.53879149e-16 1.16435613e+01)
980             	3.85412049e+04	2.88145550e+02	(2.49481485e+02 -7.53876203e-16 1.16432463e+01)
981             	3.85400247e+04	2.88146125e+02	(2.49473615e+02 -7.53872721e-16 1.16429541e+01)
982             	3.85388542e+04	2.88146768e+02	(2.49465828e+02 -7.53868890e-16 1.16426800e+01)
983             	3.85376943e+04	2.88147383e+02	(2.49458163e+02 -7.53861788e-16 1.16424694e+01)
984             	3.85365466e+04	2.88148073e+02	(2.49450658e+02 -7.53855549e-16 1.16422879e+01)
985             	3.85354129e+04	2.88148813e+02	(2.49443273e+02 -7.53851595e-16 1.16421322e+01)
986             	3.85342926e+04	2.88149511e+02	(2.49436035e+02 -7.53847724e-16 1.16420456e+01)
987             	3.85331886e+04	2.88150274e+02	(2.49428974e+02 -7.53844107e-16 1.16419872e+01)
988             	3.85321014e+04	2.88151079e+02	(2.49422059e+02 -7.53843492e-16 1.16419530e+01)
989             	3.85310335e+04	2.88151846e+02	(2.49415308e+02 -7.53843790e-16 1.16419905e+01)
990             	3.85299840e+04	2.88152669e+02	(2.49408731e+02 -7.53848637e-16 1.16420468e+01)
991             	3.85289596e+04	2.88153510e+02	(2.49402326e+02 -7.53854215e-16 1.16421581e+01)
992             	3.85279614e+04	2.88154381e+02	(2.49396082e+02 -7.53859725e-16 1.16422874e+01)
993             	3.85269887e+04	2.88155261e+02	(2.49390008e+02 -7.53867160e-16 1.16424294e+01)
994             	3.85260463e+04	2.88156132e+02	(2.49384128e+02 -7.53867942e-16 1.16426275e+01)
995             	3.85251367e+04	2.88157043e+02	(2.49378455e+02 -7.53867035e-16 1.16428392e+01)
996             	3.85242592e+04	2.88157971e+02	(2.49372989e+02 -7.53866088e-16 1.16430563e+01)
997             	3.85234197e+04	2.88158882e+02	(2.49367768e+02 -7.53862188e-16 1.16433262e+01)
998             	3.85226189e+04	2.88159839e+02	(2.49362791e+02 -7.53860132e-16 1.16436074e+01)
999             	3.85218531e+04	2.88160811e+02	(2.49358042e+02 -7.53865615e-16 1.16438955e+01)
1000            	3.85211282e+04	2.88161767e+02	(2.49353571e+02 -7.53870453e-16 1.16442412e+01)
1001            	3.85204441e+04	2.88162772e+02	(2.49349366e+02 -7.53871238e-16 1.16446022e+01)
1002            	3.85198001e+04	2.88163797e+02	(2.49345434e+02 -7.53871040e-16 1.16449745e+01)
1003            	3.85192016e+04	2.88164809e+02	(2.49341799e+02 -7.53870717e-16 1.16453994e+01)
1004            	3.85186479e+04	2.88165849e+02	(2.49338456e+02 -7.53879800e-16 1.16458295e+01)
1005            	3.85181428e+04	2.88166912e+02	(2.49335431e+02 -7.53894464e-16 1.16463104e+01)
1006            	3.85176839e+04	2.88167948e+02	(2.49332693e+02 -7.53906448e-16 1.16468047e+01)
1007            	3.85172700e+04	2.88168972e+02	(2.49330282e+02 -7.53919436e-16 1.16473084e+01)
1008            	3.85169053e+04	2.88169999e+02	(2.49328198e+02 -7.53931180e-16 1.16478639e+01)
1009            	3.85165880e+04	2.88171004e+02	(2.49326418e+02 -7.53944002e-16 1.16484332e+01)
1010            	3.85163148e+04	2.88171973e+02	(2.49324968e+02 -7.53957856e-16 1.16490074e+01)
1011            	3.85160916e+04	2.88172919e+02	(2.49323855e+02 -7.53970650e-16 1.16496276e+01)
1012            	3.85159160e+04	2.88173850e+02	(2.49323031e+02 -7.53981716e-16 1.16502666e+01)
1013            	3.85157836e+04	2.88174745e+02	(2.49322533e+02 -7.53992727e-16 1.16509161e+01)
1014            	3.85157026e+04	2.88175630e+02	(2.49322372e+02 -7.54001816e-16 1.16516067e+01)
1015            	3.85156695e+04	2.88176507e+02	(2.49322483e+02 -7.54009537e-16 1.16522986e+01)
1016            	3.85156819e+04	2.88177399e+02	(2.49322927e+02 -7.54018125e-16 1.16530169e+01)
1017            	3.85157403e+04	2.88178226e+02	(2.49323661e+02 -7.54025833e-16 1.16537400e+01)
1018            	3.85158421e+04	2.88179026e+02	(2.49324694e+02 -7.54034037e-16 1.16544599e+01)
1019            	3.85159907e+04	2.88179848e+02	(2.49326046e+02 -7.54042275e-16 1.16552027e+01)
1020            	3.85161840e+04	2.88180615e+02	(2.49327661e+02 -7.54049555e-16 1.16559507e+01)
1021            	3.85164175e+04	2.88181337e+02	(2.49329580e+02 -7.54056337e-16 1.16566956e+01)
1022            	3.85166975e+04	2.88182059e+02	(2.49331805e+02 -7.54065016e-16 1.16574572e+01)
1023            	3.85170211e+04	2.88182735e+02	(2.49334269e+02 -7.54072039e-16 1.16582153e+01)
1024            	3.85173865e+04	2.88183413e+02	(2.49337042e+02 -7.54080106e-16 1.16589891e+01)
1025            	3.85177942e+04	2.88183999e+02	(2.49340063e+02 -7.54087393e-16 1.16597597e+01)
1026            	3.85182432e+04	2.88184602e+02	(2.49343370e+02 -7.54095123e-16 1.16605424e+01)
1027            	3.85187318e+04	2.88185119e+02	(2.49346909e+02 -7.54102012e-16 1.16613217e+01)
1028            	3.85192597e+04	2.88185647e+02	(2.49350731e+02 -7.54110222e-16 1.16621096e+01)
1029            	3.85198247e+04	2.88186089e+02	(2.49354760e+02 -7.54117371e-16 1.16628996e+01)
1030            	3.85204232e+04	2.88186487e+02	(2.49359040e+02 -7.54124193e-16 1.16636864e+01)
1031            	3.85210599e+04	2.88186901e+02	(2.49363574e+02 -7.54133131e-16 1.16644749e+01)
1032            	3.85217327e+04	2.88187256e+02	(2.49368280e+02 -7.54139873e-16 1.16652604e+01)
1033            	3.85224377e+04	2.88187618e+02	(2.49373224e+02 -7.54147547e-16 1.16660473e+01)
1034            	3.85231751e+04	2.88187894e+02	(2.49378332e+02 -7.54153837e-16 1.16668305e+01)
1035            	3.85239426e+04	2.88188193e+02	(2.49383635e+02 -7.54160836e-16 1.16676116e+01)
1036            	3.85247390e+04	2.88188407e+02	(2.49389078e+02 -7.54165608e-16 1.16683904e+01)
1037            	3.85255621e+04	2.88188637e+02	(2.49394715e+02 -7.54171229e-16 1.16691630e+01)
1038            	3.85264122e+04	2.88188785e+02	(2.49400477e+02 -7.54175215e-16 1.16699316e+01)
1039            	3.85272852e+04	2.88188952e+02	(2.49406417e+02 -7.54179207e-16 1.16706914e+01)
1040            	3.85281813e+04	2.88189037e+02	(2.49412480e+02 -7.54181134e-16 1.16714466e+01)
1041            	3.85290977e+04	2.88189139e+02	(2.49418693e+02 -7.54182772e-16 1.16721895e+01)
1042            	3.85300343e+04	2.88189146e+02	(2.49424998e+02 -7.54181328e-16 1.16729276e+01)
1043            	3.85309874e+04	2.88189151e+02	(2.49431424e+02 -7.54180205e-16 1.16736481e+01)
1044            	3.85319574e+04	2.88189069e+02	(2.49437926e+02 -7.54177274e-16 1.16743621e+01)
1045            	3.85329403e+04	2.88189003e+02	(2.49444522e+02 -7.54175995e-16 1.16750545e+01)
1046            	3.85339369e+04	2.88188864e+02	(2.49451180e+02 -7.54174333e-16 1.16757388e+01)
1047            	3.85349430e+04	2.88188736e+02	(2.49457902e+02 -7.54175054e-16 1.16763966e+01)
1048            	3.85359594e+04	2.88188537e+02	(2.49464659e+02 -7.54174622e-16 1.16770466e+01)
1049            	3.85369818e+04	2.88188357e+02	(2.49471453e+02 -7.54175067e-16 1.16776654e+01)
1050            	3.85380109e+04	2.88188112e+02	(2.49478265e+02 -7.54175358e-16 1.16782766e+01)
1051            	3.85390429e+04	2.88187885e+02	(2.49485085e+02 -7.54178490e-16 1.16788543e+01)
1052            	3.85400789e+04	2.88187588e+02	(2.49491898e+02 -7.54183062e-16 1.16794207e+01)
1053            	3.85411136e+04	2.88187299e+02	(2.49498691e+02 -7.54185012e-16 1.16799504e+01)
1054            	3.85421475e+04	2.88186942e+02	(2.49505458e+02 -7.54181940e-16 1.16804695e+01)
1055            	3.85431768e+04	2.88186593e+02	(2.49512183e+02 -7.54180282e-16 1.16809447e+01)
1056            	3.85442003e+04	2.88186177e+02	(2.49518857e+02 -7.54182816e-16 1.16814013e+01)
1057            	3.85452166e+04	2.88185721e+02	(2.49525472e+02 -7.54189752e-16 1.16818375e+01)
1058            	3.85462228e+04	2.88185289e+02	(2.49532013e+02 -7.54196113e-16 1.16822189e+01)
1059            	3.85472205e+04	2.88184787e+02	(2.49538472e+02 -7.54201394e-16 1.16825810e+01)
